House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
12,Squirrel Well,Denise,Norman,35,Daughter,Single,Female,Medical illustrator,None,No Religion
13,Squirrel Well,Philip,Richardson,66,Head,Divorced,Male,Actor,None,Christian
13,Squirrel Well,Abigail,Richardson,28,Daughter,Widowed,Female,"Administrator, Civil Service",None,No Religion
13,Squirrel Well,Diane,Richardson,28,Daughter,Single,Female,Community arts worker,None,Christian
14,Squirrel Well,Elliott,Reed,51,Head,Single,Male,Clinical biochemist,None,No Religion
14,Squirrel Well,Malcolm,Armstrong,40,None,Single,Male,Neurosurgeon,None,No Religion
15,Squirrel Well,Jessica,Hayes,46,Head,Married,Female,Secondary school teacher,None,Christian
15,Squirrel Well,Adam,Hayes,51,Husband,Married,Male,Insurance account manager,None,Christian
15,Squirrel Well,Darren,Hayes,5,Son,NA,Male,Student,None,Christian
15,Squirrel Well,Josh,Hayes,1,Son,NA,Male,Child,None,Christian
15,Squirrel Well,Abbie,Collins,35,Lodger,Single,Female,Chartered certified accountant,None,Christian
16,Squirrel Well,Kerry,Khan,36,Head,Married,Female,Analytical chemist,None,No Religion
16,Squirrel Well,Glen,Khan,38,Husband,Married,Male,"Geologist, wellsite",None,No Religion
16,Squirrel Well,Jodie,Khan,1,Daughter,NA,Female,Child,None,No Religion
17,Squirrel Well,Robert,Page,62,Head,Married,Male,Horticultural therapist,None,Christian
17,Squirrel Well,Natasha,Page,57,Wife,Married,Female,Unemployed,None,No Religion
17,Squirrel Well,Kevin,Page,30,Son,Single,Male,Maintenance engineer,None,No Religion
17,Squirrel Well,Ricky,Page,26,Son,Single,Male,Hydrogeologist,None,Christian
18,Squirrel Well,Bethany,Johnson-Booth,46,Head,Married,Female,Licensed conveyancer,None,No Religion
18,Squirrel Well,Francis,Johnson-Booth,44,Husband,Married,Male,"Teacher, English as a foreign language",None,No Religion
18,Squirrel Well,Dominic,Johnson-Booth,11,Son,NA,Male,Student,None,No Religion
18,Squirrel Well,Shannon,Johnson-Booth,7,Daughter,NA,Female,Student,None,No Religion
19,Squirrel Well,Lesley,Dennis,31,Head,Married,Female,"Production assistant, radio",None,Christian
19,Squirrel Well,Mitchell,Dennis,33,Husband,Married,Male,Firefighter,None,No Religion
19,Squirrel Well,Stephen,Dennis,3,Son,NA,Male,Child,None,Christian
20,Squirrel Well,Barbara,White,30,Head,Single,Female,Licensed conveyancer,None,Christian
20,Squirrel Well,Andrea,Clayton,45,None,Single,Female,Unemployed,None,Christian
20,Squirrel Well,Tina,Ali,56,None,Single,Female,Toxicologist,None,Christian
21,Squirrel Well,Katherine,Poole,56,Head,Married,Female,"Nurse, children's",None,Christian
21,Squirrel Well,Mohamed,Poole,59,Husband,Married,Male,Occupational therapist,None,Christian
21,Squirrel Well,Andrew,Poole,15,Son,NA,Male,Student,None,Christian
22,Squirrel Well,Maureen,Peters,53,Head,Married,Female,"Engineer, civil (consulting)",None,Christian
22,Squirrel Well,Liam,Peters,54,Husband,Married,Male,Web designer,None,Christian
22,Squirrel Well,Teresa,Peters,22,Daughter,Single,Female,University Student,None,Christian
22,Squirrel Well,Olivia,Peters,19,Daughter,Single,Female,University Student,Physical Disability,Christian
22,Squirrel Well,Laura,Peters,9,Daughter,NA,Female,Student,None,Christian
23,Squirrel Well,Sheila,Brown,53,Head,Married,Female,Pathologist,None,Christian
23,Squirrel Well,Cameron,Brown,58,Husband,Married,Male,Veterinary surgeon,None,No Religion
23,Squirrel Well,Robert,Brown,15,Son,NA,Male,Student,None,No Religion
24,Squirrel Well,Abdul,Hayward,68,Head,Married,Male,"Retired Teacher, music",None,Christian
24,Squirrel Well,Elaine,Hayward,69,Wife,Married,Female,"Retired Surveyor, planning and development",None,Christian
24,Squirrel Well,Denis,Hayward,34,Son,Divorced,Male,"Editor, film/video",None,No Religion
24,Squirrel Well,Derek,Hayward,31,Son,Widowed,Male,"Radiographer, therapeutic",None,No Religion
25,Squirrel Well,Amber,Hill,27,Head,Married,Female,"Psychologist, forensic",None,No Religion
25,Squirrel Well,Tom,Hill,26,Husband,Married,Male,Engineering geologist,None,No Religion
25,Squirrel Well,Jeremy,Hill,10,Son,NA,Male,Student,None,No Religion
26,Squirrel Well,Beverley,Walker,52,Head,Married,Female,"Therapist, sports",None,Christian
26,Squirrel Well,Leonard,Walker,54,Husband,Married,Male,Editorial assistant,None,Christian
26,Squirrel Well,Terry,Walker,14,Son,NA,Male,Student,None,No Religion
27,Squirrel Well,Irene,Rogers,44,Head,Married,Female,Lobbyist,None,No Religion
27,Squirrel Well,Ricky,Rogers,46,Husband,Married,Male,Purchasing manager,None,No Religion
28,Squirrel Well,Victoria,Cooper,53,Head,Married,Female,Print production planner,None,Christian
28,Squirrel Well,Damian,Cooper,61,Husband,Married,Male,Chemical engineer,None,No Religion
28,Squirrel Well,Samuel,Scott-Cooper,18,Son,Divorced,Male,Student,None,No Religion
28,Squirrel Well,Emma,Scott-Cooper,16,Daughter,NA,Female,Student,None,NA
29,Squirrel Well,Bethan,Armstrong,38,Head,Single,Female,"Psychologist, occupational",None,Christian
29,Squirrel Well,Russell,Armstrong,19,Son,Single,Male,University Student,None,Christian
29,Squirrel Well,Sylvia,Armstrong,18,Daughter,Single,Female,Student,None,No Religion
29,Squirrel Well,Malcolm,Armstrong,15,Son,NA,Male,Student,None,NA
29,Squirrel Well,Roger,Armstrong,15,Son,NA,Male,Student,None,NA
30,Squirrel Well,Laura,Gray,50,Head,Single,Female,Therapeutic radiographer,None,No Religion
30,Squirrel Well,Clifford,Martin,49,Partner,Single,Male,Unemployed,None,No Religion
30,Squirrel Well,Helen,Gray,15,Daughter,NA,Female,Student,None,No Religion
31,Squirrel Well,Eric,Noble,60,Head,Divorced,Male,Unemployed,None,No Religion
31,Squirrel Well,Brian,Noble,38,Son,Divorced,Male,"Programmer, systems",None,No Religion
31,Squirrel Well,Joanna,Noble,34,Daughter,Divorced,Female,Hydrographic surveyor,None,No Religion
31,Squirrel Well,Kieran,Noble,32,Son,Divorced,Male,Print production planner,None,No Religion
32,Squirrel Well,Kirsty,Collins,41,Head,Married,Female,"Lecturer, higher education",None,Christian
32,Squirrel Well,Jamie,Collins,43,Husband,Married,Male,Financial adviser,None,No Religion
32,Squirrel Well,Alan,Collins,9,Son,NA,Male,Student,None,Christian
32,Squirrel Well,Terence,Collins,6,Son,NA,Male,Student,None,No Religion
33,Squirrel Well,Eileen,Evans,48,Head,Married,Female,Recycling officer,None,No Religion
33,Squirrel Well,Charlie,Evans,48,Husband,Married,Male,Field trials officer,None,No Religion
33,Squirrel Well,Julia,Evans,15,Adopted Daughter,NA,Female,Student,None,No Religion
33,Squirrel Well,Lindsey,Evans,13,Daughter,NA,Female,Student,None,No Religion
34,Squirrel Well,Yvonne,Foster,46,Head,Single,Female,Research scientist (maths),None,Christian
35,Squirrel Well,Julia,Blake,35,Head,Married,Female,Higher education lecturer,None,Christian
35,Squirrel Well,Nicholas,Blake,35,Husband,Married,Male,Visual merchandiser,None,Christian
35,Squirrel Well,Brenda,Blake,2,Daughter,NA,Female,Child,None,No Religion
36,Squirrel Well,Catherine,Smith,57,Head,Single,Female,"Engineer, petroleum",None,Christian
36,Squirrel Well,Toby,Grant,31,None,Single,Male,Associate Professor,None,No Religion
36,Squirrel Well,Maurice,Bradley,49,None,Single,Male,Sales executive,None,No Religion
36,Squirrel Well,Adrian,Parker,39,None,Single,Male,Restaurant manager,None,Christian
37,Squirrel Well,Michelle,Robinson,24,Head,Single,Female,Retail merchandiser,None,No Religion
37,Squirrel Well,Hannah,Brown,64,None,Single,Female,Chief of Staff,None,Christian
37,Squirrel Well,Kieran,Bray,51,None,Single,Male,Personnel officer,None,Christian
37,Squirrel Well,Jasmine,Randall,30,None,Single,Female,Best boy,None,Christian
38,Squirrel Well,Tracy,Howells,33,Head,Single,Female,Unemployed,None,No Religion
38,Squirrel Well,Julia,Howells,11,Daughter,NA,Female,Student,None,NA
38,Squirrel Well,Anna,Howells,11,Daughter,NA,Female,Student,None,NA
38,Squirrel Well,Damien,Howells,11,Son,NA,Male,Student,None,NA
38,Squirrel Well,Maria,Naylor-Howells,10,Daughter,NA,Female,Student,None,NA
39,Squirrel Well,Leah,Price,40,Head,Single,Female,"Psychologist, counselling",None,No Religion
39,Squirrel Well,Shane,Richards,43,Partner,Single,Male,Broadcast journalist,None,No Religion
39,Squirrel Well,Michael,Price,8,Son,NA,Male,Student,None,No Religion
40,Squirrel Well,Clare,George,41,Head,Single,Female,"Librarian, public",None,Christian
40,Squirrel Well,Francis,Williams,45,Partner,Single,Male,Materials engineer,None,Christian
40,Squirrel Well,Lauren,George,13,Daughter,NA,Female,Student,None,Christian
41,Squirrel Well,Suzanne,Andrews,60,Head,Married,Female,"Nurse, children's",None,Christian
41,Squirrel Well,Stanley,Andrews,61,Husband,Married,Male,Financial controller,None,No Religion
41,Squirrel Well,Stacey,Andrews,24,Daughter,Single,Female,Occupational therapist,None,Christian
42,Squirrel Well,Chloe,Rogers,52,Head,Married,Female,"Scientist, forensic",None,Christian
42,Squirrel Well,Jordan,Rogers,52,Husband,Married,Male,Field seismologist,None,Christian
42,Squirrel Well,Callum,Rogers,14,Son,NA,Male,Student,None,No Religion
43,Squirrel Well,Josephine,Hutchinson,33,Head,Married,Female,Broadcast engineer,None,Christian
43,Squirrel Well,Alex,Hutchinson,34,Husband,Married,Male,Magazine features editor,None,Christian
43,Squirrel Well,Leonard,Peters,63,Lodger,Single,Male,Podiatrist,None,No Religion
43,Squirrel Well,Diane,Jones,64,Lodger,Single,Female,Regulatory affairs officer,None,Christian
44,Squirrel Well,Eleanor,Mitchell,32,Head,Single,Female,Chartered accountant,None,No Religion
44,Squirrel Well,Carly,Johnston,51,None,Single,Female,Phytotherapist,None,Christian
44,Squirrel Well,Harry,Newman,19,None,Single,Male,University Student,None,Christian
45,Squirrel Well,Lauren,Holmes,46,Head,Single,Female,Scientific laboratory technician,None,Christian
45,Squirrel Well,Kyle,Lloyd,48,Partner,Single,Male,Ambulance person,None,Christian
45,Squirrel Well,Adam,Holmes,14,Son,NA,Male,Student,None,No Religion
45,Squirrel Well,George,Holmes,12,Son,NA,Male,Student,None,Christian
45,Squirrel Well,Julia,Holmes,9,Daughter,NA,Female,Student,None,Christian
45,Squirrel Well,Neil,Holmes,2,Son,NA,Male,Child,None,Christian
45,Squirrel Well,Damien,Holmes,0,Son,NA,Male,Child,None,No Religion
46,Squirrel Well,Bernard,Smith,87,Head,Married,Male,Retired Office manager,None,No Religion
46,Squirrel Well,Vanessa,Smith,84,Wife,Married,Female,Retired Advertising account executive,None,No Religion
47,Squirrel Well,Jacqueline,Hayes,26,Head,Married,Female,Systems developer,None,No Religion
47,Squirrel Well,Richard,Hayes,30,Husband,Married,Male,Film/video editor,None,No Religion
47,Squirrel Well,Clare,Hayes,4,Daughter,NA,Female,Child,None,No Religion
48,Squirrel Well,Annette,O'Neill,41,Head,Single,Female,Hydrographic surveyor,None,No Religion
48,Squirrel Well,Anna,O'Neill,14,Daughter,NA,Female,Student,None,NA
48,Squirrel Well,Jason,O'Neill,12,Son,Divorced,Male,Student,None,NA
48,Squirrel Well,Patricia,O'Neill,8,Daughter,NA,Female,Student,None,NA
48,Squirrel Well,Tracey,O'Neill,5,Daughter,NA,Female,Student,None,NA
49,Squirrel Well,Holly,Hope,21,Head,Single,Female,University Student,None,No Religion
50,Squirrel Well,Kelly,Murphy,41,Head,Single,Female,Recycling officer,None,Christian
50,Squirrel Well,Alex,Baker,45,Partner,Single,Male,Unemployed,None,Christian
50,Squirrel Well,Patrick,Evans-Murphy,8,Son,NA,Male,Student,None,Christian
51,Squirrel Well,Conor,Doherty,46,Head,Married,Male,Operational researcher,None,Christian
51,Squirrel Well,Sheila,Doherty,44,Wife,Married,Female,Unemployed,None,No Religion
51,Squirrel Well,Clive,Doherty,15,Son,NA,Male,Student,None,No Religion
52,Squirrel Well,Sian,Clark,75,Head,Divorced,Female,Unemployed,None,Christian
52,Squirrel Well,Sylvia,Clark,46,Daughter,Single,Female,Photographer,None,No Religion
53,Squirrel Well,Amanda,Price,35,Head,Divorced,Female,Unemployed,Bruised Leg,Christian
53,Squirrel Well,Kathryn,Price,7,Daughter,NA,Female,Student,None,NA
1,Forgotten Close,Pamela,Lawrence,49,Head,Single,Female,Financial risk analyst,None,Christian
1,Forgotten Close,Leanne,Lawrence,24,Daughter,Single,Female,Unemployed,None,Christian
1,Forgotten Close,Barry,Lawrence,23,Son,Divorced,Male,"Surveyor, commercial/residential",None,Christian
1,Forgotten Close,Chelsea,Lawrence,19,Daughter,Single,Female,University Student,None,Christian
2,Forgotten Close,Michelle,Johnson,64,Head,Single,Female,Estate manager/land agent,None,Christian
3,Forgotten Close,Lucy,Sullivan,51,Head,Married,Female,"Development worker, international aid",None,No Religion
3,Forgotten Close,Darren,Sullivan,52,Husband,Married,Male,Educational psychologist,None,No Religion
3,Forgotten Close,Jacqueline,Sullivan,23,Daughter,Single,Female,"Sales professional, IT",None,No Religion
3,Forgotten Close,Leigh,Sullivan,17,Son,NA,Male,Student,None,No Religion
4,Forgotten Close,Marie,Rhodes,40,Head,Divorced,Female,Unemployed,None,Christian
4,Forgotten Close,Lee,Jones,0,Son,NA,Male,Child,None,NA
4,Forgotten Close,Alex,Bailey,51,Lodger,Single,Male,Pharmacologist,None,No Religion
4,Forgotten Close,Abigail,Williams,33,Lodger,Single,Female,Unemployed,None,Christian
5,Forgotten Close,Christopher,Morton,23,Head,Married,Male,Nature conservation officer,None,No Religion
5,Forgotten Close,Jill,Morton,21,Wife,Married,Female,University Student,None,No Religion
6,Forgotten Close,David,Payne,33,Head,Married,Male,Maintenance engineer,None,Christian
6,Forgotten Close,June,Payne,29,Wife,Married,Female,Chief Operating Officer,None,No Religion
7,Forgotten Close,Suzanne,Sykes,32,Head,Married,Female,Fisheries officer,None,Christian
7,Forgotten Close,Scott,Sykes,32,Husband,Married,Male,Diplomatic Services operational officer,None,Christian
7,Forgotten Close,Beverley,Sykes,34,Cousin,Single,Female,Drilling engineer,None,Christian
8,Forgotten Close,Kelly,Lewis,45,Head,Single,Female,Equities trader,None,No Religion
9,Forgotten Close,Emma,Scott,45,Head,Single,Female,Scientific laboratory technician,None,Christian
9,Forgotten Close,Trevor,Hughes,50,Partner,Single,Male,Cartographer,None,Christian
9,Forgotten Close,Kyle,Scott,13,Son,NA,Male,Student,None,Christian
9,Forgotten Close,Tina,Scott,13,Daughter,NA,Female,Student,None,Christian
10,Forgotten Close,Sara,Bailey,22,Head,Divorced,Female,University Student,None,No Religion
11,Forgotten Close,Shane,Baker,68,Head,Widowed,Male,Retired Health physicist,Physical Disability,Christian
11,Forgotten Close,Georgia,Baker,49,Daughter,Single,Female,Media planner,None,No Religion
11,Forgotten Close,Joseph,Baker,48,Son,Single,Male,"Radiographer, therapeutic",None,Christian
12,Forgotten Close,Joseph,Thomson,65,Head,Married,Male,Environmental consultant,None,Christian
12,Forgotten Close,Rachel,Thomson,63,Wife,Married,Female,Photographer,None,No Religion
13,Forgotten Close,Maureen,Jones,46,Head,Married,Female,Health visitor,None,Christian
13,Forgotten Close,Ben,Jones,48,Husband,Married,Male,Accounting technician,None,No Religion
13,Forgotten Close,Carl,Jones,21,Son,Single,Male,University Student,None,Christian
13,Forgotten Close,Leonard,Jones,15,Son,NA,Male,Student,None,Christian
13,Forgotten Close,Harriet,Jones,14,Daughter,NA,Female,Student,None,Christian
14,Forgotten Close,Natasha,Wright,43,Head,Married,Female,"Civil engineer, contracting",None,Christian
14,Forgotten Close,Reece,Wright,50,Husband,Married,Male,Counselling psychologist,None,Christian
14,Forgotten Close,Shaun,Wright,17,Son,NA,Male,Student,None,Christian
15,Forgotten Close,Patricia,Watson,49,Head,Married,Female,"Scientist, research (physical sciences)",None,No Religion
15,Forgotten Close,Dean,Watson,54,Husband,Married,Male,Volunteer coordinator,None,No Religion
15,Forgotten Close,Albert,Watson,29,Son,Single,Male,"Designer, television/film set",Physical Disability,No Religion
15,Forgotten Close,Anthony,Watson,27,Son,Single,Male,Arts administrator,None,No Religion
15,Forgotten Close,Lynn,Watson,8,Daughter,NA,Female,Student,None,No Religion
16,Forgotten Close,Edward,Edwards,41,Head,Divorced,Male,Estate agent,None,Christian
17,Forgotten Close,Jade,Fletcher,72,Head,Divorced,Female,Retired Cabin crew,None,Christian
17,Forgotten Close,Maureen,Fletcher,11,Granddaughter,NA,Female,Student,None,NA
1,Sandy Drive,Olivia,Davis,40,Head,Divorced,Female,Unemployed,Bruised Leg,Christian
1,Sandy Drive,Geoffrey,Davis,12,Son,NA,Male,Student,None,NA
2,Sandy Drive,Rachael,Gregory,52,Head,Married,Female,Meteorologist,None,Christian
2,Sandy Drive,Reece,Gregory,54,Husband,Married,Male,"Engineer, technical sales",None,No Religion
2,Sandy Drive,Thomas,Gregory,20,Son,Single,Male,University Student,None,Christian
2,Sandy Drive,Geoffrey,Gregory,18,Son,Divorced,Male,Student,None,No Religion
2,Sandy Drive,Duncan,Gregory,16,Son,NA,Male,Student,None,No Religion
3,Sandy Drive,Louis,Harding,20,Head,Single,Male,University Student,None,No Religion
4,Sandy Drive,Gary,Watkins,60,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Christian
4,Sandy Drive,Frances,Watkins,63,Wife,Married,Female,Warden/ranger,None,Christian
5,Sandy Drive,Hollie,Short,45,Head,Single,Female,Television camera operator,None,Christian
6,Sandy Drive,Gordon,Price,21,Head,Married,Male,Heritage manager,None,No Religion
6,Sandy Drive,Julia,Price,19,Wife,Married,Female,University Student,None,No Religion
7,Sandy Drive,Vanessa,Hughes,51,Head,Divorced,Female,"Engineer, technical sales",None,No Religion
7,Sandy Drive,Sharon,Hughes,18,Daughter,Single,Female,Student,None,No Religion
8,Sandy Drive,Stephanie,Ward-Carey,67,Head,Married,Female,"Biochemist, clinical",None,Christian
8,Sandy Drive,Leonard,Ward-Carey,72,Husband,Married,Male,Retired Music therapist,None,No Religion
8,Sandy Drive,Annette,Ward-Carey,39,Daughter,Single,Female,Recycling officer,None,Christian
9,Sandy Drive,Diane,Hancock,48,Head,Single,Female,Ranger/warden,None,Christian
9,Sandy Drive,June,Hancock,23,Daughter,Divorced,Female,Osteopath,None,Christian
10,Sandy Drive,Norman,Chapman,54,Head,Married,Male,Chiropractor,None,Christian
10,Sandy Drive,Lynne,Chapman,52,Wife,Married,Female,"Pharmacist, hospital",None,Christian
10,Sandy Drive,Eleanor,Chapman,26,Daughter,Single,Female,Freight forwarder,None,Christian
10,Sandy Drive,Caroline,Chapman,19,Daughter,Single,Female,University Student,None,Christian
11,Sandy Drive,Dawn,Williams,72,Head,Married,Female,"Retired Editor, commissioning",None,No Religion
11,Sandy Drive,Hugh,Williams,70,Husband,Married,Male,Retired Probation officer,None,No Religion
